Frame_Index,Width
639438,114.5608978
639439,114.5608978
639440,114.5608978
639441,114.5608978
639442,114.5608978
639443,114.5608978
639444,114.5608978
639445,114.5608978
639446,114.5608978
639447,114.5608978
639448,114.5608978
639449,114.5608978
639450,114.5608978
639451,114.5608978
639452,114.5608978
639453,114.5608978
639454,114.5608978
639455,114.5608978
639456,114.5608978
639457,114.5608978
639458,114.5608978
639459,114.5608978
639460,114.5608978
639461,114.5608978
639462,114.5608978
639463,114.5608978
639464,114.5608978
639465,114.5608978
639466,114.5608978
639467,114.5608978
639468,114.5608978
639469,114.5608978
639470,114.5608978
639471,114.5608978
639472,114.5608978
639473,114.5608978
639474,114.5608978
639475,114.5608978
639476,114.5608978
639477,114.5608978
639478,114.5608978
639479,114.5608978
639480,114.5608978
639481,114.5608978
639482,114.5608978
639483,114.5608978
639484,114.5608978
639485,114.5608978
639486,114.5608978
639487,114.5608978
639488,114.5608978
639489,114.5608978
639490,114.5608978
639491,114.5608978
639492,114.5608978
639493,114.5608978
639494,114.5608978
639495,114.5608978
639496,114.5608978
639497,114.5608978
639553,105.322319
639554,105.322319
639555,105.322319
639556,105.322319
639557,105.322319
639558,105.322319
639559,105.322319
639560,105.322319
639561,105.322319
639562,105.322319
639563,105.322319
639564,105.322319
639565,105.322319
639566,105.322319
639567,105.322319
639568,105.322319
639569,105.322319
639570,105.322319
639571,105.322319
639572,105.322319
639573,105.322319
639574,105.322319
639575,105.322319
639576,105.322319
639577,105.322319
639578,105.322319
639579,105.322319
639580,105.322319
639581,105.322319
639582,105.322319
639583,105.322319
639584,105.322319
639585,105.322319
639586,105.322319
639587,105.322319
639588,105.322319
639589,105.322319
639590,105.322319
639591,105.322319
639592,105.322319
639593,105.322319
639594,105.322319
639595,105.322319
639596,105.322319
639597,105.322319
639598,105.322319
639599,105.322319
639600,105.322319
639601,105.322319
639602,105.322319
639603,105.322319
639604,105.322319
639605,105.322319
639606,105.322319
639607,105.322319
639608,105.322319
639609,105.322319
639610,105.322319
639611,105.322319
639612,105.322319
639613,105.322319
639614,105.322319
639615,105.322319
639616,105.322319
639617,105.322319
639618,105.322319
639619,105.322319
639620,105.322319
639621,105.322319
639622,105.322319
639623,105.322319
639624,105.322319
639625,105.322319
639626,105.322319
639627,105.322319
639628,105.322319
639629,105.322319
639630,105.322319
639631,105.322319
639632,105.322319
639633,105.322319
639634,105.322319
639635,105.322319
639636,105.322319
639637,105.322319
639638,105.322319
639639,105.322319
639640,105.322319
639641,105.322319
639642,105.322319
639643,105.322319
639644,105.322319
639645,105.322319
639646,105.322319
639647,105.322319
639648,105.322319
639649,105.322319
639650,105.322319
639651,105.322319
639652,105.322319
639653,105.322319
639654,105.322319
639655,105.322319
639656,105.322319
639657,105.322319
639658,105.322319
639659,105.322319
639660,105.322319
639661,105.322319
639662,105.322319
639663,105.322319
639664,105.322319
639665,105.322319
639666,105.322319
639667,105.322319
639668,105.322319
639669,105.322319
639670,105.322319
639671,105.322319
639672,105.322319
639673,105.322319
639674,105.322319
639675,105.322319
639676,105.322319
639677,105.322319
639678,105.322319
639679,105.322319
639680,105.322319
639681,105.322319
639682,105.322319
639683,105.322319
639684,105.322319
639685,105.322319
639686,105.322319
639687,105.322319
639688,105.322319
639689,105.322319
639690,105.322319
639691,105.322319
639692,105.322319
639693,105.322319
639694,105.322319
639695,105.322319
639697,105.322319
639698,105.322319
639700,105.322319
639702,105.322319
639703,105.322319
639704,105.322319
639705,105.322319
639706,105.322319
639707,105.322319
639708,105.322319
639709,105.322319
639710,105.322319
639711,105.322319
639712,105.322319
639713,105.322319
639715,105.322319
639716,105.322319
639717,105.322319
639718,105.322319
639769,91.33135223
639770,91.33135223
639771,91.33135223
639772,91.33135223
639773,91.33135223
639774,91.33135223
639775,91.33135223
639776,91.33135223
639777,91.33135223
639778,91.33135223
639779,91.33135223
639780,91.33135223
639781,91.33135223
639782,91.33135223
639783,91.33135223
639784,91.33135223
639785,91.33135223
639786,91.33135223
639787,91.33135223
639788,91.33135223
639789,91.33135223
639790,91.33135223
639791,91.33135223
639792,91.33135223
639793,91.33135223
639794,91.33135223
639795,91.33135223
639796,91.33135223
639797,91.33135223
639798,91.33135223
639799,91.33135223
639800,91.33135223
639801,91.33135223
639802,91.33135223
639803,91.33135223
639804,91.33135223
639805,91.33135223
639806,91.33135223
639807,91.33135223
639808,91.33135223
639809,91.33135223
639810,91.33135223
639811,91.33135223
639812,91.33135223
639813,91.33135223
639814,91.33135223
639815,91.33135223
639816,91.33135223
639817,91.33135223
639818,91.33135223
639819,91.33135223
639820,91.33135223
639821,91.33135223
639822,91.33135223
639823,91.33135223
639824,91.33135223
639825,91.33135223
639826,91.33135223
639827,91.33135223
639828,91.33135223
639829,91.33135223
639830,91.33135223
639831,91.33135223
639832,91.33135223
639833,91.33135223
639834,91.33135223
639835,91.33135223
639836,91.33135223
639837,91.33135223
639838,91.33135223
639839,91.33135223
639840,91.33135223
639841,91.33135223
639842,91.33135223
639843,91.33135223
639844,91.33135223
639845,91.33135223
639846,91.33135223
639847,91.33135223
639848,91.33135223
639849,91.33135223
639850,91.33135223
639851,91.33135223
639852,91.33135223
639853,91.33135223
639854,91.33135223
639855,91.33135223
639856,91.33135223
639857,91.33135223
639858,91.33135223
639859,91.33135223
639860,91.33135223
639861,91.33135223
639862,91.33135223
639863,91.33135223
639864,91.33135223
639865,91.33135223
639866,91.33135223
639867,91.33135223
639868,91.33135223
639869,91.33135223
639870,91.33135223
639871,91.33135223
639872,91.33135223
639873,91.33135223
639874,91.33135223
639875,91.33135223
639876,91.33135223
639877,91.33135223
639878,91.33135223
639879,91.33135223
639880,91.33135223
639881,91.33135223
639882,91.33135223
639883,91.33135223
639884,91.33135223
639885,91.33135223
639886,91.33135223
639887,91.33135223
639888,91.33135223
639889,91.33135223
639890,91.33135223
639891,91.33135223
639892,91.33135223
639893,91.33135223
639894,91.33135223
639895,91.33135223
639896,91.33135223
639897,91.33135223
639898,91.33135223
639899,91.33135223
639900,91.33135223
639901,91.33135223
639902,91.33135223
639903,91.33135223
639904,91.33135223
639905,91.33135223
639906,91.33135223
639907,91.33135223
639908,91.33135223
639909,91.33135223
639910,91.33135223
639911,91.33135223
639912,91.33135223
639913,91.33135223
639914,91.33135223
639915,91.33135223
639916,91.33135223
639917,91.33135223
639918,91.33135223
639919,91.33135223
639920,91.33135223
639921,91.33135223
639922,91.33135223
639923,91.33135223
639924,91.33135223
639925,91.33135223
639926,91.33135223
639927,91.33135223
639928,91.33135223
639929,91.33135223
639930,91.33135223
639931,91.33135223
639932,91.33135223
639933,91.33135223
639934,91.33135223
639935,91.33135223
639936,91.33135223
639993,116.1680145
639994,116.1680145
639995,116.1680145
639996,116.1680145
639997,116.1680145
639998,116.1680145
639999,116.1680145
640000,116.1680145
640001,116.1680145
640002,116.1680145
640003,116.1680145
640004,116.1680145
640005,116.1680145
640006,116.1680145
640007,116.1680145
640008,116.1680145
640009,116.1680145
640010,116.1680145
640011,116.1680145
640012,116.1680145
640013,116.1680145
640014,116.1680145
640015,116.1680145
640016,116.1680145
640017,116.1680145
640018,116.1680145
640019,116.1680145
640020,116.1680145
640021,116.1680145
640022,116.1680145
640023,116.1680145
640024,116.1680145
640025,116.1680145
640026,116.1680145
640027,116.1680145
640028,116.1680145
640029,116.1680145
640030,116.1680145
640031,116.1680145
640032,116.1680145
640033,116.1680145
640034,116.1680145
640035,116.1680145
640036,116.1680145
640037,116.1680145
640038,116.1680145
640039,116.1680145
640040,116.1680145
640041,116.1680145
640042,116.1680145
640043,116.1680145
640044,116.1680145
640045,116.1680145
640046,116.1680145
640047,116.1680145
640048,116.1680145
640049,116.1680145
640050,116.1680145
640051,116.1680145
640052,116.1680145
640053,116.1680145
640054,116.1680145
640055,116.1680145
640056,116.1680145
640057,116.1680145
640058,116.1680145
640059,116.1680145
640060,116.1680145
640061,116.1680145
640062,116.1680145
640063,116.1680145
640064,116.1680145
640065,116.1680145
640066,116.1680145
640067,116.1680145
640068,116.1680145
640069,116.1680145
640070,116.1680145
640071,116.1680145
640072,116.1680145
640073,116.1680145
640074,116.1680145
640075,116.1680145
640076,116.1680145
640077,116.1680145
640078,116.1680145
640079,116.1680145
640129,113.6981735
640130,113.6981735
640131,113.6981735
640132,113.6981735
640133,113.6981735
640134,113.6981735
640135,113.6981735
640136,113.6981735
640137,113.6981735
640138,113.6981735
640139,113.6981735
640140,113.6981735
640141,113.6981735
640142,113.6981735
640143,113.6981735
640144,113.6981735
640145,113.6981735
640146,113.6981735
640147,113.6981735
640148,113.6981735
640149,113.6981735
640150,113.6981735
640151,113.6981735
640152,113.6981735
640153,113.6981735
640154,113.6981735
640155,113.6981735
640156,113.6981735
640157,113.6981735
640158,113.6981735
640159,113.6981735
640160,113.6981735
640161,113.6981735
640162,113.6981735
640163,113.6981735
640164,113.6981735
640165,113.6981735
640166,113.6981735
640167,113.6981735
640168,113.6981735
640169,113.6981735
640170,113.6981735
640171,113.6981735
640172,113.6981735
640173,113.6981735
640174,113.6981735
640175,113.6981735
640176,113.6981735
640177,113.6981735
640178,113.6981735
640179,113.6981735
640180,113.6981735
640181,113.6981735
640182,113.6981735
640183,113.6981735
640184,113.6981735
640185,113.6981735
640186,113.6981735
640187,113.6981735
640188,113.6981735
640189,113.6981735
640190,113.6981735
640191,113.6981735
640192,113.6981735
640193,113.6981735
640194,113.6981735
640195,113.6981735
640196,113.6981735
640197,113.6981735
640198,113.6981735
640199,113.6981735
640200,113.6981735
640201,113.6981735
640202,113.6981735
640203,113.6981735
640204,113.6981735
640205,113.6981735
640206,113.6981735
640207,113.6981735
640208,113.6981735
640209,113.6981735
640210,113.6981735
640211,113.6981735
640212,113.6981735
640213,113.6981735
640214,113.6981735
640215,113.6981735
640570,114.4328232
640571,114.4328232
640572,114.4328232
640573,114.4328232
640574,114.4328232
640575,114.4328232
640576,114.4328232
640577,114.4328232
640578,114.4328232
640579,114.4328232
640580,114.4328232
640581,114.4328232
640582,114.4328232
640583,114.4328232
640584,114.4328232
640585,114.4328232
640586,114.4328232
640587,114.4328232
640588,114.4328232
640589,114.4328232
640590,114.4328232
640591,114.4328232
640592,114.4328232
640593,114.4328232
640594,114.4328232
640595,114.4328232
640596,114.4328232
640597,114.4328232
640598,114.4328232
640599,114.4328232
640600,114.4328232
640601,114.4328232
640602,114.4328232
640603,114.4328232
640604,114.4328232
640605,114.4328232
640606,114.4328232
640607,114.4328232
640608,114.4328232
640609,114.4328232
640610,114.4328232
640611,114.4328232
640612,114.4328232
640613,114.4328232
640614,114.4328232
640615,114.4328232
640616,114.4328232
640617,114.4328232
640618,114.4328232
640619,114.4328232
640620,114.4328232
640621,114.4328232
640622,114.4328232
640623,114.4328232
640624,114.4328232
640625,114.4328232
640626,114.4328232
640627,114.4328232
640628,114.4328232
640629,114.4328232
640630,114.4328232
640631,114.4328232
640632,114.4328232
640633,114.4328232
640634,114.4328232
640635,114.4328232
640636,114.4328232
640637,114.4328232
640638,114.4328232
640639,114.4328232
640640,114.4328232
640641,114.4328232
640642,114.4328232
640643,114.4328232
640644,114.4328232
640645,114.4328232
640646,114.4328232
640647,114.4328232
640648,114.4328232
640649,114.4328232
640650,114.4328232
640651,114.4328232
640652,114.4328232
640653,114.4328232
640654,114.4328232
640655,114.4328232
640656,114.4328232
640657,114.4328232
640658,114.4328232
640659,114.4328232
640660,114.4328232
640661,114.4328232
640662,114.4328232
640712,117.0185013
640713,117.0185013
640714,117.0185013
640715,117.0185013
640716,117.0185013
640717,117.0185013
640718,117.0185013
640719,117.0185013
640720,117.0185013
640721,117.0185013
640722,117.0185013
640723,117.0185013
640724,117.0185013
640725,117.0185013
640726,117.0185013
640727,117.0185013
640728,117.0185013
640729,117.0185013
640730,117.0185013
640731,117.0185013
640732,117.0185013
640733,117.0185013
640734,117.0185013
640735,117.0185013
640736,117.0185013
640737,117.0185013
640738,117.0185013
640739,117.0185013
640740,117.0185013
640741,117.0185013
640742,117.0185013
640743,117.0185013
640744,117.0185013
640745,117.0185013
640746,117.0185013
640747,117.0185013
640748,117.0185013
640749,117.0185013
640750,117.0185013
640751,117.0185013
640752,117.0185013
640753,117.0185013
640754,117.0185013
640755,117.0185013
640756,117.0185013
640757,117.0185013
640758,117.0185013
640759,117.0185013
640760,117.0185013
640761,117.0185013
640762,117.0185013
640763,117.0185013
640764,117.0185013
640765,117.0185013
640766,117.0185013
640767,117.0185013
640768,117.0185013
640769,117.0185013
640770,117.0185013
640771,117.0185013
640772,117.0185013
640773,117.0185013
640774,117.0185013
640775,117.0185013
640776,117.0185013
640777,117.0185013
640778,117.0185013
640779,117.0185013
640780,117.0185013
640781,117.0185013
640782,117.0185013
640783,117.0185013
640784,117.0185013
640785,117.0185013
640786,117.0185013
640787,117.0185013
640788,117.0185013
640789,117.0185013
640790,117.0185013
640791,117.0185013
640792,117.0185013
640793,117.0185013
640794,117.0185013
640795,117.0185013
640796,117.0185013
640797,117.0185013
640798,117.0185013
640799,117.0185013
640800,117.0185013
640801,117.0185013
640802,117.0185013
640803,117.0185013
640857,108.6479492
640858,108.6479492
640859,108.6479492
640860,108.6479492
640861,108.6479492
640862,108.6479492
640863,108.6479492
640864,108.6479492
640865,108.6479492
640866,108.6479492
640867,108.6479492
640868,108.6479492
640869,108.6479492
640870,108.6479492
640871,108.6479492
640872,108.6479492
640873,108.6479492
640874,108.6479492
640875,108.6479492
640876,108.6479492
640877,108.6479492
640878,108.6479492
640879,108.6479492
640880,108.6479492
640881,108.6479492
640882,108.6479492
640883,108.6479492
640884,108.6479492
640885,108.6479492
640886,108.6479492
640887,108.6479492
640888,108.6479492
640889,108.6479492
640890,108.6479492
640891,108.6479492
640892,108.6479492
640893,108.6479492
640894,108.6479492
640895,108.6479492
640896,108.6479492
640897,108.6479492
640898,108.6479492
640899,108.6479492
640900,108.6479492
640901,108.6479492
640902,108.6479492
640903,108.6479492
640904,108.6479492
640905,108.6479492
640906,108.6479492
640907,108.6479492
640908,108.6479492
640909,108.6479492
640910,108.6479492
640911,108.6479492
640912,108.6479492
640913,108.6479492
640914,108.6479492
640915,108.6479492
640916,108.6479492
640917,108.6479492
640918,108.6479492
640919,108.6479492
640920,108.6479492
640921,108.6479492
640922,108.6479492
640923,108.6479492
640924,108.6479492
640925,108.6479492
640926,108.6479492
640927,108.6479492
640928,108.6479492
640929,108.6479492
640930,108.6479492
640931,108.6479492
640932,108.6479492
640933,108.6479492
640934,108.6479492
640935,108.6479492
640936,108.6479492
640937,108.6479492
640938,108.6479492
640939,108.6479492
640940,108.6479492
640941,108.6479492
640942,108.6479492
640943,108.6479492
640944,108.6479492
640945,108.6479492
640946,108.6479492
640947,108.6479492
640948,108.6479492
640949,108.6479492
640950,108.6479492
640951,108.6479492
640952,108.6479492
640953,108.6479492
640954,108.6479492
640955,108.6479492
640956,108.6479492
640957,108.6479492
640958,108.6479492
640959,108.6479492
640960,108.6479492
640961,108.6479492
640962,108.6479492
640963,108.6479492
640964,108.6479492
640965,108.6479492
640966,108.6479492
640968,108.6479492
640969,108.6479492
640970,108.6479492
640971,108.6479492
640972,108.6479492
640973,108.6479492
640974,108.6479492
640975,108.6479492
640976,108.6479492
640977,108.6479492
640978,108.6479492
640979,108.6479492
640980,108.6479492
640981,108.6479492
640982,108.6479492
640983,108.6479492
640984,108.6479492
640985,108.6479492
640986,108.6479492
640987,108.6479492
640988,108.6479492
640989,108.6479492
640990,108.6479492
640991,108.6479492
640992,108.6479492
640993,108.6479492
640994,108.6479492
640995,108.6479492
640996,108.6479492
640997,108.6479492
640998,108.6479492
640999,108.6479492
641000,108.6479492
641002,108.6479492
641003,108.6479492
641004,108.6479492
641005,108.6479492
641006,108.6479492
641007,108.6479492
641008,108.6479492
641009,108.6479492
641010,108.6479492
641011,108.6479492
641012,108.6479492
641013,108.6479492
641062,109.8560028
641063,109.8560028
641064,109.8560028
641065,109.8560028
641066,109.8560028
641067,109.8560028
641068,109.8560028
641069,109.8560028
641070,109.8560028
641071,109.8560028
641072,109.8560028
641073,109.8560028
641074,109.8560028
641075,109.8560028
641076,109.8560028
641077,109.8560028
641078,109.8560028
641079,109.8560028
641080,109.8560028
641081,109.8560028
641082,109.8560028
641083,109.8560028
641084,109.8560028
641085,109.8560028
641086,109.8560028
641087,109.8560028
641088,109.8560028
641089,109.8560028
641090,109.8560028
641091,109.8560028
641092,109.8560028
641093,109.8560028
641094,109.8560028
641095,109.8560028
641096,109.8560028
641097,109.8560028
641098,109.8560028
641099,109.8560028
641100,109.8560028
641101,109.8560028
641102,109.8560028
641103,109.8560028
641104,109.8560028
641105,109.8560028
641106,109.8560028
641107,109.8560028
641108,109.8560028
641109,109.8560028
641110,109.8560028
641111,109.8560028
641112,109.8560028
641113,109.8560028
641114,109.8560028
641115,109.8560028
641116,109.8560028
641117,109.8560028
641118,109.8560028
641119,109.8560028
641120,109.8560028
641121,109.8560028
641122,109.8560028
641123,109.8560028
641124,109.8560028
641125,109.8560028
641126,109.8560028
641127,109.8560028
641128,109.8560028
641129,109.8560028
641130,109.8560028
641131,109.8560028
641132,109.8560028
641133,109.8560028
641134,109.8560028
641135,109.8560028
641136,109.8560028
641137,109.8560028
641138,109.8560028
641139,109.8560028
641140,109.8560028
641141,109.8560028
641142,109.8560028
641143,109.8560028
641144,109.8560028
641145,109.8560028
641146,109.8560028
641147,109.8560028
641148,109.8560028
641149,109.8560028
641150,109.8560028
641151,109.8560028
641152,109.8560028
641153,109.8560028
641154,109.8560028
641155,109.8560028
641156,109.8560028
641157,109.8560028
641158,109.8560028
641159,109.8560028
641160,109.8560028
641161,109.8560028
641162,109.8560028
641163,109.8560028
641164,109.8560028
641165,109.8560028
641166,109.8560028
641167,109.8560028
641168,109.8560028
641169,109.8560028
641170,109.8560028
641171,109.8560028
641172,109.8560028
641173,109.8560028
641174,109.8560028
641175,109.8560028
641176,109.8560028
641177,109.8560028
641178,109.8560028
641179,109.8560028
641180,109.8560028
641181,109.8560028
641182,109.8560028
641183,109.8560028
641184,109.8560028
641185,109.8560028
641186,109.8560028
641187,109.8560028
641188,109.8560028
641189,109.8560028
641190,109.8560028
641191,109.8560028
641192,109.8560028
641193,109.8560028
641194,109.8560028
641195,109.8560028
641196,109.8560028
641197,109.8560028
641198,109.8560028
641199,109.8560028
641200,109.8560028
641201,109.8560028
641202,109.8560028
641203,109.8560028
641204,109.8560028
641205,109.8560028
641206,109.8560028
641207,109.8560028
641208,109.8560028
641209,109.8560028
641210,109.8560028
641211,109.8560028
641212,109.8560028
641213,109.8560028
641214,109.8560028
641215,109.8560028
641216,109.8560028
641217,109.8560028
641218,109.8560028
641279,70.43829346
641280,70.43829346
641281,70.43829346
641282,70.43829346
641283,70.43829346
641284,70.43829346
641285,70.43829346
641286,70.43829346
641287,70.43829346
641288,70.43829346
641289,70.43829346
641290,70.43829346
641291,70.43829346
641292,70.43829346
641293,70.43829346
641294,70.43829346
641295,70.43829346
641296,70.43829346
641297,70.43829346
641298,70.43829346
641299,70.43829346
641300,70.43829346
641301,70.43829346
641302,70.43829346
641303,70.43829346
641304,70.43829346
641305,70.43829346
641306,70.43829346
641307,70.43829346
641308,70.43829346
641309,70.43829346
641310,70.43829346
641311,70.43829346
641312,70.43829346
641313,70.43829346
641314,70.43829346
641315,70.43829346
641316,70.43829346
641317,70.43829346
641318,70.43829346
641319,70.43829346
641320,70.43829346
641321,70.43829346
641322,70.43829346
641323,70.43829346
641324,70.43829346
641325,70.43829346
641326,70.43829346
641376,63.12373352
641377,63.12373352
641378,63.12373352
641379,63.12373352
641380,63.12373352
641381,63.12373352
641382,63.12373352
641383,63.12373352
641384,63.12373352
641385,63.12373352
641386,63.12373352
641387,63.12373352
641388,63.12373352
641389,63.12373352
641390,63.12373352
641391,63.12373352
641392,63.12373352
641393,63.12373352
641394,63.12373352
641395,63.12373352
641396,63.12373352
641397,63.12373352
641398,63.12373352
641399,63.12373352
641400,63.12373352
641401,63.12373352
641402,63.12373352
641403,63.12373352
641404,63.12373352
641405,63.12373352
641406,63.12373352
641407,63.12373352
641408,63.12373352
641409,63.12373352
641410,63.12373352
641411,63.12373352
641412,63.12373352
641413,63.12373352
641414,63.12373352
641415,63.12373352
641416,63.12373352
641417,63.12373352
641418,63.12373352
641419,63.12373352
641420,63.12373352
641421,63.12373352
641422,63.12373352
641423,63.12373352
641424,63.12373352
641487,71.0503006
641488,71.0503006
641489,71.0503006
641490,71.0503006
641491,71.0503006
641492,71.0503006
641493,71.0503006
641494,71.0503006
641495,71.0503006
641496,71.0503006
641497,71.0503006
641498,71.0503006
641499,71.0503006
641500,71.0503006
641501,71.0503006
641502,71.0503006
641503,71.0503006
641504,71.0503006
641505,71.0503006
641506,71.0503006
641507,71.0503006
641508,71.0503006
641509,71.0503006
641510,71.0503006
641511,71.0503006
641512,71.0503006
641513,71.0503006
641514,71.0503006
641515,71.0503006
641516,71.0503006
641517,71.0503006
641518,71.0503006
641519,71.0503006
641520,71.0503006
641521,71.0503006
641522,71.0503006
641523,71.0503006
641524,71.0503006
641525,71.0503006
641526,71.0503006
641527,71.0503006
641528,71.0503006
641529,71.0503006
641530,71.0503006
641531,71.0503006
641532,71.0503006
641533,71.0503006
641534,71.0503006
641535,71.0503006
641536,71.0503006
641537,71.0503006
641538,71.0503006
641539,71.0503006
641540,71.0503006
641541,71.0503006
641542,71.0503006
641543,71.0503006
641544,71.0503006
641545,71.0503006
641546,71.0503006
641547,71.0503006
641548,71.0503006
641549,71.0503006
641550,71.0503006
641551,71.0503006
641552,71.0503006
641553,71.0503006
641554,71.0503006
641555,71.0503006
641556,71.0503006
641557,71.0503006
641558,71.0503006
641559,71.0503006
641560,71.0503006
641561,71.0503006
641562,71.0503006
641563,71.0503006
641613,86.94422913
641614,86.94422913
641615,86.94422913
641616,86.94422913
641617,86.94422913
641618,86.94422913
641619,86.94422913
641620,86.94422913
641621,86.94422913
641622,86.94422913
641623,86.94422913
641624,86.94422913
641625,86.94422913
641626,86.94422913
641627,86.94422913
641628,86.94422913
641629,86.94422913
641630,86.94422913
641631,86.94422913
641632,86.94422913
641633,86.94422913
641634,86.94422913
641635,86.94422913
641636,86.94422913
641637,86.94422913
641638,86.94422913
641639,86.94422913
641640,86.94422913
641641,86.94422913
641642,86.94422913
641643,86.94422913
641644,86.94422913
641645,86.94422913
641646,86.94422913
641647,86.94422913
641648,86.94422913
641649,86.94422913
641650,86.94422913
641651,86.94422913
641652,86.94422913
641653,86.94422913
641654,86.94422913
641655,86.94422913
641656,86.94422913
641657,86.94422913
641658,86.94422913
641659,86.94422913
641660,86.94422913
641661,86.94422913
641662,86.94422913
